timestamp,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1710498157598644,36888,230978,36886,54450719,36878,72800000,36877,361976,36872,10875000,36871,10875000,36869,23096020,36868,39875000,36865,46515715,36862,10875000,36900,1798959,36901,54200320,36903,271057,36905,977421446,36906,29000000,36913,10875000,36917,113844680,36918,29000000,36920,75800000,36921,27105780
1710498157811564,36890,2479781,36888,54216885,36886,54219740,36881,54228383,36878,72800000,36877,1249927,36872,65116033,36871,10875000,36869,23096020,36868,39875000,36895,2710423,36896,54207411,36900,1798959,36901,54200320,36903,271057,36905,977421446,36906,29000000,36908,10875000,36911,54184753,36913,10875000
1710498158056865,36890,2479781,36889,54216704,36886,54219740,36885,230950,36881,54228383,36879,8159000,36878,72800000,36877,361976,36872,65116033,36871,10875000,36895,2710423,36896,54207411,36899,54203067,36900,1798959,36902,271046,36904,54195845,36905,977421446,36906,29000000,36908,10875000,36911,54184753
1710498158207755,36886,2711054,36885,230950,36884,54222966,36879,54173,36877,54233467,36876,361985,36871,10875000,36869,23096020,36868,10875000,36865,46515715,36891,2710688,36905,977421446,36906,29000000,36908,10875000,36909,54187988,36913,10875000,36917,113844680,36918,29000000,36920,75800000,36921,27105780
1710498158420741,36886,2711054,36884,54222966,36881,230960,36879,54173,36877,54233467,36876,361985,36871,10875000,36869,23096020,36868,65121238,36865,46515715,36890,2710766,36893,54212197,36898,271057,36899,54202010,36903,10875000,36904,1548680,36905,977421446,36906,29000000,36908,10875000,36909,54187988
1710498158596303,36886,2711054,36884,54222966,36882,54226660,36881,230960,36877,54233467,36876,361985,36871,10875000,36869,23096020,36868,65121238,36865,46515715,36890,2710766,36898,271057,36899,54202010,36903,10875000,36905,977421446,36906,29000000,36908,10875000,36909,54187988,36913,10875000,36917,113844680
1710498158817851,36888,230988,36887,888191,36886,230988,36876,361985,36872,10875000,36871,10875000,36869,23096020,36868,39875000,36865,46515715,36864,98800000,36902,1680594,36903,271090,36908,10875000,36913,10875000,36917,32580000,36920,75800000,36921,27105780,36924,10875000,36925,72167744,36931,10875000
1710498159013717,36896,2710248,36889,54216704,36888,230988,36879,10875000,36878,54173,36876,361985,36873,29000000,36872,10875000,36871,10875000,36869,23096020,36901,2709954,36903,54197204,36906,271039,36907,1592701,36911,977421446,36912,29000000,36913,10875000,36917,32580000,36920,75800000,36921,35264780
1710498159218225,36896,2710248,36895,54207830,36892,54211516,36890,1118849,36888,54217383,36885,8159000,36879,10875000,36878,54173,36876,361985,36874,46504326,36901,2709954,36902,54197879,36906,271039,36909,54188784,36911,977421446,36912,29000000,36913,10875000,36917,32580000,36920,75800000,36921,35264780
1710498159411838,36897,2710218,36890,230922,36888,54217383,36885,8159000,36880,54229277,36879,10875000,36876,361985,36874,46504326,36873,29000000,36872,10875000,36901,2709954,36905,55843381,36906,271039,36909,54188784,36911,977421446,36912,29000000,36913,10875000,36917,32580000,36919,54173976,36920,75800000
1710498159599669,36897,2710218,36893,54210013,36891,887927,36890,230922,36888,54217383,36881,8159000,36880,54229277,36879,10875000,36876,361985,36874,46504326,36901,2709954,36905,55843381,36906,271039,36909,54188784,36911,977421446,36912,29000000,36913,10875000,36917,32580000,36919,54173976,36920,75800000
1710498159812784,36892,230919,36888,8159000,36880,54173,36879,10875000,36876,361985,36874,46504326,36872,10875000,36871,10875000,36869,23096020,36868,39875000,36909,271010,36917,21705000,36920,75800000,36921,27105780,36924,10875000,36925,72167744,36930,81234821,36931,10875000,36933,29000000,36939,10875000
1710498160031684,36904,2709694,36901,54199073,36894,230919,36892,8389919,36883,39875000,36881,10875000,36880,54173,36879,10875000,36877,81350429,36876,361985,36909,2709377,36917,977421446,36923,29000000,36924,10875000,36925,10830000,36930,35260005,36931,10875000,36933,29000000,36934,70900000,36938,72167744
1710498160200332,36901,887734,36896,230919,36894,230919,36892,8159000,36883,39875000,36881,10875000,36879,10875000,36877,46500544,36876,361985,36874,64500000,36913,271010,36917,977421446,36918,10875000,36923,29000000,36924,10875000,36925,10830000,36930,35260005,36931,10875000,36933,29000000,36934,70900000
1710498160413987,36902,2709878,36900,54199352,36899,54200802,36892,8159000,36885,54222395,36883,39875000,36881,10875000,36879,10875000,36877,69591557,36876,361985,36908,54189883,36914,270951,36916,54177328,36917,977421446,36918,10875000,36923,83167335,36924,10875000,36925,10830000,36930,35260005,36931,10875000
1710498160613373,36902,2709878,36901,887758,36900,54199352,36896,230869,36892,8159000,36889,54173,36885,54222395,36883,39875000,36881,10875000,36879,10875000,36906,2709597,36909,54187555,36914,270951,36917,977421446,36918,10875000,36923,83167335,36924,10875000,36925,10830000,36930,35260005,36931,10875000
1710498160817848,36902,2709878,36901,887758,36900,54199352,36898,54434013,36893,54209752,36892,8159000,36889,54173,36885,54222395,36883,39875000,36881,10875000,36906,2709597,36907,54190675,36909,54187555,36914,54451413,36917,977421446,36918,10875000,36923,83167335,36924,10875000,36925,10830000,36930,35260005
1710498161011299,36903,2709806,36901,55085649,36900,54199352,36899,230888,36893,54209752,36892,8159000,36885,54222395,36883,39875000,36881,10875000,36879,10875000,36908,2709513,36909,54187555,36911,54184729,36914,54451413,36917,977421446,36918,10875000,36923,83167335,36924,10875000,36925,10830000,36930,35260005
1710498161210428,36903,2709806,36901,55085649,36899,230888,36893,54209752,36892,8159000,36887,10875000,36885,54222395,36883,39875000,36881,10875000,36879,10875000,36907,2709515,36908,54189059,36911,54184729,36914,54451413,36917,977421446,36920,10875000,36923,83167335,36924,10875000,36925,10830000,36930,35260005
1710498161426027,36903,2709783,36901,55085649,36899,230888,36895,54207774,36888,8159000,36886,54173,36885,54222395,36883,39875000,36881,10875000,36879,10875000,36907,2709554,36909,54187734,36914,54451413,36917,977421446,36920,10875000,36923,83167335,36924,10875000,36925,10830000,36930,35260005,36931,92108723
1710498161613895,36901,230881,36900,230881,36899,54201194,36896,8159000,36894,29000000,36889,10875000,36883,10875000,36882,29000000,36881,10875000,36879,10875000,36918,270965,36930,27101005,36934,70900000,36935,10875000,36938,72167744,36939,10875000,36942,10827551,36943,10875000,36949,10875000,36953,127092246
1710498161813734,36901,230881,36900,9277400,36895,361799,36894,39875000,36889,10875000,36884,83800000,36883,10875000,36882,29000000,36881,10875000,36879,10875000,36918,270965,36919,54173090,36924,54166450,36929,67739526,36930,10875000,36934,99900000,36935,10875000,36938,72167744,36939,10875000,36941,27096599
1710498162017277,36904,230881,36900,8520750,36896,54173,36894,39875000,36889,10875000,36884,83800000,36883,10875000,36882,29000000,36881,10875000,36879,10875000,36918,270965,36923,67739526,36929,94829644,36930,10875000,36934,99900000,36935,10875000,36938,72167744,36939,10875000,36941,27096599,36942,10827551
1710498162220110,36905,54193198,36904,230881,36901,887518,36900,8520750,36896,54173,36894,39875000,36889,10875000,36885,23088198,36884,83800000,36883,10875000,36922,54168565,36924,270921,36927,54162043,36929,1072251091,36930,10875000,36934,99900000,36935,10875000,36938,72167744,36939,10875000,36941,27096599
1710498162419103,36914,2708948,36906,54422559,36902,8159000,36900,361750,36897,54204194,36894,39875000,36889,10875000,36888,81325615,36885,23088198,36884,83800000,36919,2708683,36921,54169713,36922,54168565,36926,270903,36927,54162043,36929,1072251091,36930,10875000,36934,99900000,36935,10875000,36936,54148127
1710498162627649,36914,2708958,36909,230810,36907,55077756,36906,54190869,36902,8159000,36901,54173,36900,361750,36897,54204194,36894,39875000,36889,10875000,36919,2708633,36922,81255820,36925,67739526,36926,270903,36927,54162043,36929,1045160973,36930,10875000,36934,99900000,36935,10875000,36936,54148127
1710498162808447,36914,2708958,36913,54180938,36909,230810,36906,54190869,36902,8159000,36901,54173,36900,361750,36897,54204194,36894,39875000,36889,10875000,36919,2708633,36920,54171180,36922,81255820,36925,67739526,36926,270903,36927,54162043,36929,1045160973,36930,10875000,36934,99900000,36935,10875000
1710498163022035,36913,55068432,36909,230810,36906,54190869,36902,8159000,36901,54173,36900,361750,36898,10875000,36897,54204194,36894,39875000,36889,10875000,36919,2708633,36920,54171180,36922,81255820,36925,67739526,36926,270903,36927,54162043,36929,1045160973,36930,10875000,36934,99900000,36935,10875000
1710498163196920,36916,2708824,36913,55068432,36911,230813,36908,54188602,36902,8159000,36901,54173,36900,361750,36899,54201199,36894,39875000,36891,81319820,36922,81255820,36924,54165571,36925,67739526,36926,270903,36927,54162043,36929,67739526,36930,977421446,36934,99900000,36935,10875000,36936,54148127
1710498163412417,36911,54183396,36907,230794,36901,8159000,36900,361750,36898,10875000,36894,39875000,36892,23081318,36889,10875000,36884,83800000,36883,10875000,36921,81257573,36925,68010389,36929,67739526,36930,977421446,36931,10875000,36934,99900000,36935,10875000,36939,10875000,36940,8159000,36941,27096599
1710498163601486,36905,230813,36903,54173,36902,54196358,36894,29000000,36892,23081318,36889,10875000,36884,83800000,36883,10875000,36881,10875000,36879,10875000,36921,94826780,36922,270885,36925,67739526,36926,10875000,36929,29000000,36930,977421446,36931,10875000,36934,70900000,36935,10875000,36939,10875000
1710498163793923,36908,2709367,36906,54191730,36905,54192087,36903,285005,36899,336587,36896,8159000,36894,29000000,36893,54210251,36889,10875000,36885,23083194,36914,2709064,36917,54175812,36920,69899927,36921,94826780,36926,10875000,36929,29000000,36930,977421446,36931,10875000,36934,70900000,36935,10875000
1710498164025655,36907,54189190,36905,54192087,36903,285005,36901,54199018,36899,336587,36896,8159000,36894,29000000,36893,54210251,36889,10875000,36885,23083194,36912,2709160,36915,54179029,36920,68010433,36921,94826780,36926,10875000,36929,29000000,36930,1031578997,36931,10875000,36934,70900000,36935,10875000
1710498164213811,36908,54188501,36905,230853,36901,54199018,36899,336587,36896,8159000,36894,29000000,36893,54210251,36889,10875000,36885,23083194,36884,83800000,36914,2709057,36915,54179029,36917,54175660,36919,1848171,36920,68010433,36921,94826780,36929,29000000,36930,1031578997,36931,10875000,36934,70900000
1710498164423195,36913,2709072,36908,230853,36907,230853,36906,54191435,36900,8213173,36899,1224201,36897,54204202,36895,10875000,36894,29000000,36889,10875000,36917,2708809,36918,54174383,36919,1848171,36920,67739526,36921,148997628,36924,270932,36930,977421446,36931,10875000,36934,99900000,36935,10875000
1710498164609931,36913,2709072,36912,54181938,36910,54185515,36908,230853,36907,230853,36906,54191435,36900,8213173,36899,336587,36897,54204202,36895,10875000,36920,38306418,36921,148997628,36924,270932,36930,977421446,36931,10875000,36933,54152145,36934,99900000,36935,10875000,36939,10875000,36940,89373248
1710498164818859,36911,2709178,36910,54185515,36908,230853,36903,54194944,36900,8213173,36899,336587,36895,10875000,36894,29000000,36889,10875000,36887,81328459,36916,2708895,36919,82862385,36923,270881,36930,977421446,36931,10875000,36933,54152145,36934,99900000,36935,10875000,36939,10875000,36940,89373248
1710498164999012,36912,2709144,36910,54185515,36908,54188368,36906,230828,36903,55863368,36900,8159000,36899,336587,36895,10875000,36894,83208997,36889,10875000,36916,2708895,36917,54175983,36919,81262202,36923,270881,36930,977421446,36931,10875000,36933,54152145,36934,99900000,36935,10875000,36939,10875000
1710498165208321,36910,54185515,36908,54188368,36906,230828,36903,54194944,36899,336587,36895,10875000,36894,83208997,36889,10875000,36887,81328459,36885,23083194,36917,54175983,36919,81262202,36922,1591750,36923,54166999,36930,977421446,36931,10875000,36933,54152145,36934,99900000,36935,10875000,36939,10875000
1710498165409350,36913,2709033,36909,230828,36908,230828,36901,54173,36899,336587,36898,8159000,36896,54205267,36894,29000000,36889,10875000,36887,81328459,36917,27090201,36918,2708753,36919,54173717,36925,270903,36930,977421446,36931,10875000,36934,99900000,36935,10875000,36939,10875000,36940,89373248
1710498165605448,36914,2708982,36910,1945055,36904,54193495,36900,8159000,36899,336587,36896,54205267,36895,10875000,36894,29000000,36890,23081943,36889,10875000,36919,81263170,36924,1926488,36925,270903,36926,54163034,36930,977421446,36931,10875000,36934,99900000,36939,10875000,36940,89373248,36941,27096599
1710498165801447,36914,2708982,36910,54185650,36908,230819,36900,8213173,36899,336587,36896,54205267,36895,10875000,36894,29000000,36890,23081943,36889,10875000,36918,2708729,36919,27089453,36920,54171382,36923,54167818,36924,1926488,36925,270903,36926,54163034,36930,977421446,36931,10875000,36934,99900000
1710498166020848,36915,2708918,36913,54181154,36911,55894000,36910,230813,36906,54191277,36900,8213173,36899,336587,36898,54202921,36895,10875000,36894,29000000,36919,29798093,36920,54171382,36923,54167818,36925,270903,36926,54163034,36930,977421446,36931,10875000,36934,99900000,36935,54150493,36939,10875000
1710498166202473,36913,2709001,36912,54182782,36910,230813,36906,54191277,36900,8159000,36899,336587,36898,54202921,36895,10875000,36894,29000000,36890,23081943,36918,2708723,36919,54173391,36920,54171382,36923,1595438,36925,270903,36926,54163034,36930,977421446,36931,10875000,36934,99900000,36935,54150493
1710498166419008,36913,2709001,36912,56181191,36911,230816,36909,54186331,36906,54191277,36901,54173,36900,8159000,36899,336587,36898,54202921,36895,10875000,36918,2708723,36919,81262953,36922,54169507,36926,54163034,36930,977421446,36931,10875000,36934,99900000,36935,54150493,36939,10875000,36940,8159000
1710498166605613,36908,230816,36906,54191277,36901,54173,36900,8159000,36899,336587,36898,54202921,36895,10875000,36894,29000000,36890,23081943,36889,10875000,36926,54433923,36930,977421446,36931,10875000,36934,99900000,36935,54150493,36939,10875000,36940,8159000,36941,27096599,36942,10827551,36943,10875000
1710498166811341,36915,2708897,36913,230806,36911,54183875,36906,54191277,36901,54173,36900,8159000,36899,336587,36898,54202921,36895,10875000,36894,29000000,36920,2708609,36925,108327691,36926,54163034,36929,270877,36930,977421446,36934,110775000,36935,54150493,36939,10875000,36940,8159000,36942,10827551
1710498167016256,36916,1984883,36915,2708895,36912,54181771,36911,230803,36906,54191277,36901,54173,36900,8159000,36899,11211587,36898,54202921,36895,10875000,36920,2708609,36921,54170311,36929,54430100,36930,977421446,36934,110775000,36935,54150493,36938,10830000,36939,10875000,36940,8159000,36942,10827551
1710498167199260,36909,54416767,36906,54191277,36901,54173,36900,8159000,36899,336587,36898,54202921,36895,10875000,36894,29000000,36890,104403591,36889,10875000,36923,270874,36925,270874,36929,10875000,36930,977421446,36934,110775000,36935,54150493,36938,10830000,36939,10875000,36940,8159000,36942,10827551
1710498167405197,36914,54179944,36913,230800,36910,1512902,36901,54173,36900,8159000,36899,336587,36898,54202921,36895,10875000,36890,81321647,36889,10875000,36921,54170363,36923,54167453,36926,270885,36928,54160317,36934,70900000,36935,54150493,36939,10875000,36942,10827551,36943,10875000,36944,81205131
1710498167606739,36924,2708197,36915,230803,36913,336459,36911,8159000,36907,10875000,36904,29000000,36895,10875000,36894,87881318,36889,10875000,36885,10875000,36929,2707939,36931,270885,36940,270885,36941,977421446,36943,10875000,36946,29000000,36947,70700000,36949,10875000,36950,72167744,36953,208278526
1710498167826587,36920,230747,36916,55877264,36915,54173,36913,336459,36911,8159000,36907,10875000,36904,29000000,36903,23074755,36901,10875000,36895,10875000,36930,2707845,36931,54155486,36933,54153051,36937,54418209,36941,977421446,36943,10875000,36946,29000000,36947,70700000,36949,10875000,36950,72167744
1710498168067604,36918,54173944,36915,54173,36913,336459,36911,8159000,36909,54186509,36904,29000000,36903,23074755,36901,10875000,36899,81301960,36895,10875000,36930,2707845,36933,54153051,36937,54418209,36941,977421446,36943,10875000,36945,54135527,36946,29000000,36947,70700000,36948,8159000,36949,10875000
1710498168200912,36925,2708130,36922,54168034,36921,230756,36919,1928304,36918,54173944,36913,336459,36911,8159000,36909,54186509,36905,10875000,36904,29000000,36930,2707845,36933,54153051,36937,54418209,36938,10875000,36941,977421446,36943,10875000,36945,54135527,36946,29000000,36947,70700000,36948,8159000
1710498168411119,36919,230741,36916,230741,36914,54173,36910,54184561,36906,336523,36903,23074755,36901,10875000,36899,29000000,36895,10875000,36894,64800000,36926,56870497,36933,270800,36934,977421446,36935,270800,36938,10875000,36941,29000000,36943,10875000,36944,10830000,36947,70700000,36948,8159000
1710498168619826,36918,54174049,36914,54173,36911,1806895,36910,8159000,36906,336523,36901,10875000,36899,29000000,36895,10875000,36894,64800000,36892,23074130,36933,54152121,36934,977421446,36938,10875000,36941,29000000,36943,10875000,36944,10830000,36947,70700000,36948,35239089,36949,92068765,36950,72167744
1710498168803695,36923,2708319,36921,54169199,36919,54172315,36917,230772,36911,8159000,36906,336523,36904,29000000,36901,10875000,36895,10875000,36894,64800000,36927,2708065,36928,54160498,36931,54156154,36933,270815,36934,270815,36935,977421446,36938,10875000,36941,29000000,36943,10875000,36944,10830000
1710498169003778,36924,4502098,36923,54166357,36918,230753,36911,8159000,36906,336523,36905,10875000,36904,29000000,36901,10875000,36899,23075380,36895,10875000,36930,54156760,36933,54153268,36935,270815,36936,54148896,36940,977421446,36941,29000000,36943,10875000,36944,10830000,36947,70700000,36948,35239089
1710498169194045,36924,1793875,36923,54166161,36921,54169284,36920,230756,36911,8159000,36908,54188155,36907,54173,36906,336523,36905,10875000,36904,29000000,36929,2707914,36930,54157521,36936,54419700,36940,977421446,36943,10875000,36945,54135425,36946,29000000,36947,70700000,36948,35239089,36949,10875000
1710498169413509,36924,4502089,36923,54166161,36921,54169284,36920,230756,36917,54174860,36911,8159000,36908,54188155,36907,54173,36906,336523,36905,10875000,36928,2707987,36930,54157521,36932,54153817,36936,54419700,36940,977421446,36943,10875000,36945,54135425,36946,29000000,36947,81526192,36948,35239089
1710498169619211,36924,1793875,36923,2708308,36922,54168035,36921,230750,36919,54171513,36917,54174860,36911,8159000,36908,54188155,36906,336523,36905,10875000,36928,2707987,36929,54158010,36931,54155280,36936,54419700,36940,977421446,36943,10875000,36945,54135425,36946,29000000,36947,81526192,36948,8159000
1710498169810544,36922,2708373,36921,54169346,36916,230750,36915,54178462,36912,54173,36911,8159000,36906,336523,36905,65067517,36904,29000000,36901,10875000,36926,2708122,36928,54160583,36933,270811,36934,54150695,36939,10875000,36940,977421446,36943,65013345,36946,29000000,36947,81526192,36948,8159000
1710498170004056,36922,4633338,36921,54169346,36918,54403579,36915,54178462,36912,54173,36907,8159000,36906,336523,36905,65067517,36904,29000000,36901,10875000,36926,2708122,36927,27083234,36928,54160583,36930,54157125,36933,270811,36934,54150695,36939,10875000,36940,977421446,36941,29000000,36943,65013345
1710498170221082,36922,4633338,36918,54403579,36915,54178462,36912,54173,36907,8159000,36906,336523,36905,65067517,36904,29000000,36901,10875000,36900,81300061,36926,2655465,36927,81244365,36930,54157125,36933,270811,36934,54150695,36939,10875000,36940,977421446,36941,29000000,36943,65013345,36947,81526192
1710498170405631,36922,4633338,36921,54169620,36919,54172284,36918,230763,36915,54178462,36907,8159000,36906,336523,36905,65067517,36904,29000000,36901,10875000,36927,2708062,36929,81241693,36930,54157125,36933,270811,36934,54150695,36940,977421446,36941,29000000,36943,65013345,36947,81526192,36948,8159000
1710498170630694,36923,2708325,36922,56092893,36919,54172284,36918,230763,36915,54178462,36908,54173,36907,8159000,36906,336523,36905,65067517,36904,29000000,36927,2708062,36928,54159632,36929,27082288,36930,54157125,36933,270811,36934,54150695,36940,977421446,36941,29000000,36943,65013345,36947,81526192
1710498170822265,36922,1924965,36919,54172284,36918,230763,36915,54178462,36908,54173,36907,8159000,36906,336523,36905,54192517,36904,29000000,36901,10875000,36927,2708062,36928,54159632,36930,54157125,36933,270811,36934,54150695,36939,10875000,36940,977421446,36941,29000000,36943,65013345,36947,81526192
1710498170999803,36908,54173,36907,8159000,36906,336523,36904,29000000,36901,10875000,36900,81300061,36899,23075380,36895,10875000,36894,64800000,36889,78583086,36939,10875000,36943,10875000,36947,81526192,36949,10875000,36952,10830000,36953,81185330,36954,39875000,36957,27081189,36958,10875000,36965,10875000
1710498171197592,36928,2707931,36922,230760,36919,54171237,36916,8159000,36911,54183520,36910,10875000,36909,29000000,36908,54173,36906,11211523,36904,29000000,36940,270822,36941,54141455,36942,977421446,36944,10875000,36946,270822,36947,70700000,36949,94004182,36952,10830000,36954,10875000,36955,8159000
1710498171415844,36929,1851085,36927,2707990,36926,54161643,36919,54171237,36916,8159000,36911,54183520,36910,10875000,36909,29000000,36908,54173,36906,11211523,36932,2707717,36941,54412209,36942,977692200,36945,10875000,36947,70700000,36949,94004182,36952,10830000,36954,10875000,36955,8159000,36957,81176091
1710498171623550,36927,1915354,36926,2708091,36924,54164384,36923,230722,36919,54171237,36911,54183520,36909,29000000,36906,11211523,36904,92899999,36903,104369615,36938,270778,36942,977421446,36945,10875000,36947,124831983,36949,39875000,36952,10830000,36954,92058023,36955,8159000,36960,10875000,36963,27083023
1710498171814629,36927,1915354,36926,2708091,36924,54164384,36923,230722,36922,54167084,36919,54171237,36912,54173,36911,54183520,36909,29000000,36906,11211523,36930,2707825,36937,108292498,36938,270778,36942,977421446,36945,10875000,36947,124831983,36949,39875000,36952,10830000,36954,92058023,36955,8159000
1710498172044733,36927,1915354,36926,2708091,36925,54163649,36923,230722,36922,54167084,36919,54171237,36912,54173,36911,54183520,36909,29000000,36906,11211523,36930,2707825,36931,54155415,36937,54146249,36938,270778,36942,977421446,36945,10875000,36947,124831983,36949,39875000,36952,10830000,36954,92058023
1710498172197795,36926,2708091,36924,54164881,36923,54166599,36921,230735,36919,54171237,36912,54173,36911,54183520,36909,29000000,36906,11211523,36904,92899999,36930,2707825,36931,54155534,36936,270793,36937,54146249,36942,977421446,36945,10875000,36947,124831983,36949,39875000,36952,10830000,36954,92058023
1710498172394455,36927,1887339,36923,230738,36913,54180929,36912,54173,36910,10875000,36909,29000000,36906,92498389,36904,92899999,36903,23076629,36901,10875000,36939,270797,36943,54138031,36945,977421446,36949,39875000,36950,54127887,36952,10830000,36954,10875000,36955,8159000,36957,27076423,36958,81174191
1710498172626084,36930,2707779,36929,54157978,36927,230738,36913,54180929,36912,54173,36910,10875000,36909,29000000,36906,92498389,36904,92899999,36903,23076629,36934,2707568,36943,54138031,36945,977692207,36949,39875000,36950,54127887,36952,10830000,36954,10875000,36955,8159000,36957,27076423,36958,81174191
1710498172821970,36931,1864962,36928,2707903,36927,230738,36925,54163299,36922,54166867,36913,54180929,36910,10875000,36909,29000000,36906,92498389,36904,92899999,36933,2707638,36941,54140477,36942,270767,36945,977421446,36949,39875000,36950,54127887,36952,10830000,36954,10875000,36955,8159000,36957,27076423
1710498173016517,36927,2708014,36925,230713,36913,54180929,36909,29000000,36906,92498389,36904,92899999,36903,23076629,36901,10875000,36895,10875000,36893,67696529,36932,2707683,36933,54152113,36935,54149315,36942,270767,36944,10875000,36945,977421446,36948,54130732,36949,39875000,36952,10830000,36954,10875000
1710498173208786,36928,1984974,36927,2708014,36926,54161505,36924,54395644,36914,54173,36913,54180929,36909,29000000,36906,92498389,36904,92899999,36903,23076629,36932,2707683,36933,54152113,36935,54149315,36942,270767,36944,10875000,36945,977421446,36948,54130732,36949,39875000,36952,10830000,36954,10875000
1710498173409755,36922,230725,36919,230725,36914,54173,36904,63900000,36903,23076629,36901,10875000,36895,10875000,36893,67696529,36889,78583086,36887,72167744,36933,1908498,36934,54150820,36937,270782,36939,11145782,36944,39875000,36945,977421446,36949,10875000,36952,10830000,36954,39875000,36957,27076423
1710498173606573,36921,2708449,36920,54170838,36914,230725,36911,336477,36904,63900000,36903,23076629,36902,29000000,36901,10875000,36895,10875000,36893,67696529,36926,2708161,36931,270782,36933,55956494,36934,54150820,36939,10875000,36942,56848036,36944,48034000,36945,977421446,36949,10875000,36950,27078256
1710498173802177,36921,2708449,36920,54170838,36918,54174007,36916,230741,36913,54180472,36911,336477,36905,10929173,36904,63900000,36902,29000000,36895,10875000,36926,2708161,36927,54161924,36931,270782,36933,54152113,36939,10875000,36942,56848036,36944,48034000,36945,977421446,36949,10875000,36950,27078256
1710498174008749,36920,2708532,36919,54172463,36918,230766,36913,54180472,36911,336477,36905,10929173,36904,118094054,36902,29000000,36900,10875000,36898,81303701,36925,2708225,36930,1924498,36933,54152113,36934,270830,36939,10875000,36942,56848036,36944,48034000,36945,977421446,36946,10820000,36949,92069048
